,Gene stable ID,Gene name,Transcript name,RefSeq match transcript (MANE Select),Ensembl Canonical,Transcript stable ID,gene_id
3821,ENSG00000148688,RPP30,RPP30-202,NM_006413.5,True,ENST00000371703,ENSG00000148688.13
3822,ENSG00000129315,CCNT1,CCNT1-201,NM_001240.4,True,ENST00000261900,ENSG00000129315.10
3823,ENSG00000170832,USP32,USP32-201,NM_032582.4,True,ENST00000300896,ENSG00000170832.12
3824,ENSG00000153339,TRAPPC8,TRAPPC8-201,NM_014939.5,True,ENST00000283351,ENSG00000153339.13
3825,ENSG00000111845,PAK1IP1,PAK1IP1-201,NM_017906.3,True,ENST00000379568,ENSG00000111845.4
3826,ENSG00000169764,UGP2,UGP2-201,NM_006759.4,True,ENST00000337130,ENSG00000169764.15
3827,ENSG00000197457,STMN3,STMN3-201,NM_015894.4,True,ENST00000370053,ENSG00000197457.9
3828,ENSG00000182484,WASH6P,WASH6P-202,,True,ENST00000359512,ENSG00000182484.15
3829,ENSG00000117133,RPF1,RPF1-201,NM_025065.7,True,ENST00000370654,ENSG00000117133.10
3830,ENSG00000153037,SRP19,SRP19-206,NM_003135.3,True,ENST00000505459,ENSG00000153037.14
3831,ENSG00000070495,JMJD6,JMJD6-202,NM_015167.3,True,ENST00000397625,ENSG00000070495.14
3832,ENSG00000168781,PPIP5K1,PPIP5K1-208,NM_001394395.1,True,ENST00000420765,ENSG00000168781.22
3833,ENSG00000198420,TCAF1,TCAF1-205,NM_014719.3,True,ENST00000479870,ENSG00000198420.9
3834,ENSG00000266402,SNHG25,SNHG25-202,,True,ENST00000582965,ENSG00000266402.3
3835,ENSG00000169288,MRPL1,MRPL1-201,NM_020236.4,True,ENST00000315567,ENSG00000169288.17
3836,ENSG00000080189,SLC35C2,SLC35C2-204,NM_015945.12,True,ENST00000372230,ENSG00000080189.14
3837,ENSG00000206633,SNORA80B,SNORA80B-201,,True,ENST00000383906,ENSG00000206633.1
3838,ENSG00000124383,MPHOSPH10,MPHOSPH10-201,NM_005791.3,True,ENST00000244230,ENSG00000124383.8
3839,ENSG00000135249,RINT1,RINT1-201,NM_021930.6,True,ENST00000257700,ENSG00000135249.7
3840,ENSG00000163374,YY1AP1,YY1AP1-205,NM_139119.3,True,ENST00000355499,ENSG00000163374.19
3841,ENSG00000180921,FAM83H,FAM83H-201,NM_198488.5,True,ENST00000388913,ENSG00000180921.6
3842,ENSG00000171634,BPTF,BPTF-201,NM_182641.4,True,ENST00000306378,ENSG00000171634.17
3843,ENSG00000230257,NFE4,NFE4-202,,True,ENST00000686902,ENSG00000230257.2
3844,ENSG00000273611,ZNHIT3,ZNHIT3-204,NM_004773.4,True,ENST00000617429,ENSG00000273611.4
3845,ENSG00000035687,ADSS2,ADSS2-201,NM_001126.5,True,ENST00000366535,ENSG00000035687.9
3846,ENSG00000111596,CNOT2,CNOT2-201,NM_014515.7,True,ENST00000229195,ENSG00000111596.12
3847,ENSG00000173786,CNP,CNP-202,NM_033133.5,True,ENST00000393892,ENSG00000173786.16
3848,ENSG00000164045,CDC25A,CDC25A-201,NM_001789.3,True,ENST00000302506,ENSG00000164045.11
3849,ENSG00000116120,FARSB,FARSB-201,NM_005687.5,True,ENST00000281828,ENSG00000116120.9
3850,ENSG00000204227,RING1,RING1-201,NM_002931.4,True,ENST00000374656,ENSG00000204227.4
3851,ENSG00000181929,PRKAG1,PRKAG1-206,NM_002733.5,True,ENST00000548065,ENSG00000181929.12
3852,ENSG00000106799,TGFBR1,TGFBR1-202,NM_004612.4,True,ENST00000374994,ENSG00000106799.12
3853,ENSG00000101236,RNF24,RNF24-202,NM_001134337.3,True,ENST00000358395,ENSG00000101236.16
3854,ENSG00000135776,ABCB10,ABCB10-201,NM_012089.3,True,ENST00000344517,ENSG00000135776.4
3855,ENSG00000134107,BHLHE40,BHLHE40-201,NM_003670.3,True,ENST00000256495,ENSG00000134107.4
3856,ENSG00000269335,IKBKG,IKBKG-206,NM_001099857.5,True,ENST00000594239,ENSG00000269335.5
3857,ENSG00000130066,SAT1,SAT1-204,NM_002970.4,True,ENST00000379270,ENSG00000130066.16
3858,ENSG00000108592,FTSJ3,FTSJ3-201,NM_017647.4,True,ENST00000427159,ENSG00000108592.16
3859,ENSG00000156599,ZDHHC5,ZDHHC5-201,NM_015457.3,True,ENST00000287169,ENSG00000156599.10
3860,ENSG00000155508,CNOT8,CNOT8-201,NM_001301073.2,True,ENST00000285896,ENSG00000155508.13
3861,ENSG00000198356,GET3,GET3-201,NM_004317.4,True,ENST00000357332,ENSG00000198356.11
3862,ENSG00000100335,MIEF1,MIEF1-201,NM_019008.6,True,ENST00000325301,ENSG00000100335.14
3863,ENSG00000089472,HEPH,HEPH-202,NM_001367233.3,True,ENST00000343002,ENSG00000089472.16
3864,ENSG00000185551,NR2F2,NR2F2-201,NM_021005.4,True,ENST00000394166,ENSG00000185551.14
3865,ENSG00000100814,CCNB1IP1,CCNB1IP1-202,NM_021178.5,True,ENST00000358932,ENSG00000100814.17
3866,ENSG00000143393,PI4KB,PI4KB-202,NM_001369623.2,True,ENST00000368873,ENSG00000143393.16
3867,ENSG00000178449,COX14,COX14-203,NM_032901.4,True,ENST00000550487,ENSG00000178449.8
3868,ENSG00000138629,UBL7,UBL7-202,NM_032907.5,True,ENST00000395081,ENSG00000138629.15
3869,ENSG00000174891,RSRC1,RSRC1-215,NM_001271838.2,True,ENST00000611884,ENSG00000174891.12
3870,ENSG00000141068,KSR1,KSR1-220,NM_001394583.1,True,ENST00000644974,ENSG00000141068.14
3871,ENSG00000115163,CENPA,CENPA-202,NM_001809.4,True,ENST00000335756,ENSG00000115163.14
3872,ENSG00000083896,YTHDC1,YTHDC1-201,NM_001031732.4,True,ENST00000344157,ENSG00000083896.12
3873,ENSG00000201098,RNY1,RNY1-201,,True,ENST00000364228,ENSG00000201098.1
3874,ENSG00000130733,YIPF2,YIPF2-204,NM_001321439.2,True,ENST00000586748,ENSG00000130733.10
3875,ENSG00000172890,NADSYN1,NADSYN1-201,NM_018161.5,True,ENST00000319023,ENSG00000172890.12
3876,ENSG00000175866,BAIAP2,BAIAP2-204,NM_001144888.2,True,ENST00000428708,ENSG00000175866.15
3877,ENSG00000203667,COX20,COX20-203,NM_198076.6,True,ENST00000411948,ENSG00000203667.9
3878,ENSG00000106266,SNX8,SNX8-201,NM_013321.4,True,ENST00000222990,ENSG00000106266.10
3879,ENSG00000272468,,,,True,ENST00000607175,ENSG00000272468.1
3880,ENSG00000197021,EOLA2,EOLA2-203,NM_001013845.2,True,ENST00000370406,ENSG00000197021.8
3881,ENSG00000105341,DMAC2,DMAC2-201,NM_018035.3,True,ENST00000221943,ENSG00000105341.18
3882,ENSG00000142599,RERE,RERE-204,NM_001042681.2,True,ENST00000400908,ENSG00000142599.17
3883,ENSG00000197982,C1orf122,C1orf122-201,NM_198446.3,True,ENST00000373042,ENSG00000197982.13
3884,ENSG00000163029,SMC6,SMC6-207,NM_001142286.2,True,ENST00000448223,ENSG00000163029.15
3885,ENSG00000162441,LZIC,LZIC-202,NM_032368.5,True,ENST00000377223,ENSG00000162441.11
3886,ENSG00000153989,NUS1,NUS1-201,NM_138459.5,True,ENST00000368494,ENSG00000153989.7
3887,ENSG00000123268,ATF1,ATF1-201,NM_005171.5,True,ENST00000262053,ENSG00000123268.8
3888,ENSG00000135473,PAN2,PAN2-203,NM_014871.6,True,ENST00000440411,ENSG00000135473.14
3889,ENSG00000179889,PDXDC1,PDXDC1-201,NM_015027.4,True,ENST00000396410,ENSG00000179889.18
3890,ENSG00000132356,PRKAA1,PRKAA1-204,NM_006251.6,True,ENST00000397128,ENSG00000132356.11
3891,ENSG00000137413,TAF8,TAF8-201,NM_138572.3,True,ENST00000372977,ENSG00000137413.15
3892,ENSG00000160818,GPATCH4,GPATCH4-201,,True,ENST00000368232,ENSG00000160818.16
3893,ENSG00000130311,DDA1,DDA1-201,NM_024050.6,True,ENST00000359866,ENSG00000130311.10
3894,ENSG00000119707,RBM25,RBM25-201,NM_021239.3,True,ENST00000261973,ENSG00000119707.13
3895,ENSG00000166557,TMED3,TMED3-201,NM_007364.4,True,ENST00000299705,ENSG00000166557.12
3896,ENSG00000186063,AIDA,AIDA-201,NM_022831.4,True,ENST00000340020,ENSG00000186063.12
3897,ENSG00000171316,CHD7,CHD7-201,NM_017780.4,True,ENST00000423902,ENSG00000171316.11
3898,ENSG00000280081,LINC01667,LINC01667-203,,True,ENST00000623929,ENSG00000280081.3
3899,ENSG00000237943,PRKCQ-AS1,PRKCQ-AS1-224,,True,ENST00000687343,ENSG00000237943.6
3900,ENSG00000136827,TOR1A,TOR1A-201,NM_000113.3,True,ENST00000351698,ENSG00000136827.11
3901,ENSG00000135930,EIF4E2,EIF4E2-201,NM_004846.4,True,ENST00000258416,ENSG00000135930.13
3902,ENSG00000188807,TMEM201,TMEM201-202,NM_001130924.3,True,ENST00000340381,ENSG00000188807.12
3903,ENSG00000084073,ZMPSTE24,ZMPSTE24-201,NM_005857.5,True,ENST00000372759,ENSG00000084073.8
3904,ENSG00000104133,SPG11,SPG11-201,NM_025137.4,True,ENST00000261866,ENSG00000104133.14
3905,ENSG00000211456,SACM1L,SACM1L-201,NM_014016.5,True,ENST00000389061,ENSG00000211456.10
3906,ENSG00000135686,KLHL36,KLHL36-204,NM_024731.4,True,ENST00000564996,ENSG00000135686.12
3907,ENSG00000224870,MRPL20-AS1,MRPL20-AS1-204,,True,ENST00000448629,ENSG00000224870.6
3908,ENSG00000125686,MED1,MED1-201,NM_004774.4,True,ENST00000300651,ENSG00000125686.11
3909,ENSG00000173744,AGFG1,AGFG1-201,NM_004504.5,True,ENST00000310078,ENSG00000173744.17
3910,ENSG00000185504,FAAP100,FAAP100-201,NM_025161.6,True,ENST00000327787,ENSG00000185504.16
3911,ENSG00000168291,PDHB,PDHB-201,NM_000925.4,True,ENST00000302746,ENSG00000168291.12
3912,ENSG00000100888,CHD8,CHD8-224,NM_001170629.2,True,ENST00000646647,ENSG00000100888.13
3913,ENSG00000174718,RESF1,RESF1-201,NM_018169.4,True,ENST00000312561,ENSG00000174718.11
3914,ENSG00000169217,CD2BP2,CD2BP2-201,NM_006110.3,True,ENST00000305596,ENSG00000169217.8
3915,ENSG00000117360,PRPF3,PRPF3-201,NM_004698.4,True,ENST00000324862,ENSG00000117360.12
3916,ENSG00000111348,ARHGDIB,ARHGDIB-201,NM_001175.7,True,ENST00000228945,ENSG00000111348.8
3917,ENSG00000165671,NSD1,NSD1-204,NM_022455.5,True,ENST00000439151,ENSG00000165671.20
3918,ENSG00000253250,C8orf88,C8orf88-201,NM_001190972.2,True,ENST00000517562,ENSG00000253250.2
3919,ENSG00000204386,NEU1,NEU1-206,NM_000434.4,True,ENST00000375631,ENSG00000204386.10
3920,ENSG00000137100,DCTN3,DCTN3-201,NM_007234.5,True,ENST00000259632,ENSG00000137100.15
3921,ENSG00000145293,ENOPH1,ENOPH1-201,NM_021204.5,True,ENST00000273920,ENSG00000145293.15
3922,ENSG00000249069,LINC01033,LINC01033-207,,True,ENST00000655801,ENSG00000249069.7
3923,ENSG00000169057,MECP2,MECP2-205,NM_001110792.2,True,ENST00000453960,ENSG00000169057.21
3924,ENSG00000169551,CT55,CT55-201,NM_001031705.3,True,ENST00000276241,ENSG00000169551.12
3925,ENSG00000198771,RCSD1,RCSD1-202,NM_052862.4,True,ENST00000367854,ENSG00000198771.10
3926,ENSG00000112851,ERBIN,ERBIN-201,NM_001253697.2,True,ENST00000284037,ENSG00000112851.14
3927,ENSG00000198369,SPRED2,SPRED2-201,NM_181784.3,True,ENST00000356388,ENSG00000198369.9
3928,ENSG00000126107,HECTD3,HECTD3-202,NM_024602.6,True,ENST00000372172,ENSG00000126107.14
3929,ENSG00000197771,MCMBP,MCMBP-202,NM_001256378.2,True,ENST00000369077,ENSG00000197771.12
3930,ENSG00000070501,POLB,POLB-201,NM_002690.3,True,ENST00000265421,ENSG00000070501.11
3931,ENSG00000162959,MEMO1,MEMO1-203,NM_001301833.4,True,ENST00000404530,ENSG00000162959.13
3932,ENSG00000124164,VAPB,VAPB-204,NM_004738.5,True,ENST00000475243,ENSG00000124164.15
3933,ENSG00000093183,SEC22C,SEC22C-201,NM_032970.4,True,ENST00000264454,ENSG00000093183.13
3934,ENSG00000144580,CNOT9,CNOT9-201,NM_005444.3,True,ENST00000273064,ENSG00000144580.13
3935,ENSG00000266028,SRGAP2,SRGAP2-203,NM_015326.5,True,ENST00000573034,ENSG00000266028.7
3936,ENSG00000116906,GNPAT,GNPAT-201,NM_014236.4,True,ENST00000366647,ENSG00000116906.12
3937,ENSG00000163156,SCNM1,SCNM1-202,NM_024041.4,True,ENST00000368905,ENSG00000163156.11
3938,ENSG00000165810,BTNL9,BTNL9-201,NM_152547.5,True,ENST00000327705,ENSG00000165810.16
3939,ENSG00000169957,ZNF768,ZNF768-201,NM_024671.4,True,ENST00000380412,ENSG00000169957.9
3940,ENSG00000163681,SLMAP,SLMAP-230,NM_001377540.1,True,ENST00000671191,ENSG00000163681.14
3941,ENSG00000140464,PML,PML-201,NM_033238.3,True,ENST00000268058,ENSG00000140464.19
3942,ENSG00000100359,SGSM3,SGSM3-201,NM_015705.6,True,ENST00000248929,ENSG00000100359.20
3943,ENSG00000148296,SURF6,SURF6-201,NM_006753.6,True,ENST00000372022,ENSG00000148296.6
3944,ENSG00000160050,CCDC28B,CCDC28B-201,NM_024296.5,True,ENST00000373602,ENSG00000160050.14
3945,ENSG00000127399,LRRC61,LRRC61-202,NM_001142928.2,True,ENST00000359623,ENSG00000127399.14
3946,ENSG00000229140,CCDC26,CCDC26-307,,True,ENST00000675388,ENSG00000229140.9
3947,ENSG00000099889,ARVCF,ARVCF-201,NM_001670.3,True,ENST00000263207,ENSG00000099889.13
3948,ENSG00000161999,JMJD8,JMJD8-215,NM_001005920.4,True,ENST00000609261,ENSG00000161999.11
3949,ENSG00000104765,BNIP3L,BNIP3L-201,NM_004331.3,True,ENST00000380629,ENSG00000104765.15
3950,ENSG00000072042,RDH11,RDH11-201,NM_016026.4,True,ENST00000381346,ENSG00000072042.12
3951,ENSG00000119912,IDE,IDE-201,NM_004969.4,True,ENST00000265986,ENSG00000119912.16
3952,ENSG00000158773,USF1,USF1-203,NM_007122.5,True,ENST00000368021,ENSG00000158773.14
3953,ENSG00000143751,SDE2,SDE2-201,NM_152608.4,True,ENST00000272091,ENSG00000143751.9
3954,ENSG00000141582,CBX4,CBX4-201,NM_003655.3,True,ENST00000269397,ENSG00000141582.14
3955,ENSG00000013375,PGM3,PGM3-212,NM_015599.3,True,ENST00000513973,ENSG00000013375.15
3956,ENSG00000132749,TESMIN,TESMIN-201,NM_004923.3,True,ENST00000255087,ENSG00000132749.10
3957,ENSG00000156030,MIDEAS,MIDEAS-204,NM_001367710.1,True,ENST00000423556,ENSG00000156030.13
3958,ENSG00000066583,ISOC1,ISOC1-201,NM_016048.2,True,ENST00000173527,ENSG00000066583.11
3959,ENSG00000180957,PITPNB,PITPNB-202,NM_012399.5,True,ENST00000335272,ENSG00000180957.17
3960,ENSG00000049618,ARID1B,ARID1B-220,NM_001374828.1,True,ENST00000636930,ENSG00000049618.23
3961,ENSG00000089094,KDM2B,KDM2B-202,NM_032590.5,True,ENST00000377071,ENSG00000089094.18
3962,ENSG00000167323,STIM1,STIM1-206,NM_001382567.1,True,ENST00000526596,ENSG00000167323.11
3963,ENSG00000185838,GNB1L,GNB1L-201,NM_053004.3,True,ENST00000329517,ENSG00000185838.13
3964,ENSG00000156256,USP16,USP16-204,NM_006447.3,True,ENST00000399976,ENSG00000156256.14
3965,ENSG00000100241,SBF1,SBF1-202,NM_002972.4,True,ENST00000380817,ENSG00000100241.20
3966,ENSG00000180228,PRKRA,PRKRA-201,NM_003690.5,True,ENST00000325748,ENSG00000180228.12
3967,ENSG00000245694,CRNDE,CRNDE-222,,True,ENST00000661493,ENSG00000245694.9
3968,ENSG00000169220,RGS14,RGS14-201,NM_006480.5,True,ENST00000408923,ENSG00000169220.17
3969,ENSG00000113068,PFDN1,PFDN1-201,NM_002622.5,True,ENST00000261813,ENSG00000113068.9
3970,ENSG00000147164,SNX12,SNX12-202,NM_013346.4,True,ENST00000374274,ENSG00000147164.11
3971,ENSG00000204673,AKT1S1,AKT1S1-201,NM_001098633.4,True,ENST00000344175,ENSG00000204673.10
3972,ENSG00000129925,PGAP6,PGAP6-204,NM_021259.3,True,ENST00000431232,ENSG00000129925.10
3973,ENSG00000122687,MRM2,MRM2-201,NM_013393.3,True,ENST00000242257,ENSG00000122687.17
3974,ENSG00000114120,SLC25A36,SLC25A36-201,NM_001104647.3,True,ENST00000324194,ENSG00000114120.12
3975,ENSG00000120333,MRPS14,MRPS14-202,NM_022100.3,True,ENST00000476371,ENSG00000120333.4
3976,ENSG00000137822,TUBGCP4,TUBGCP4-208,NM_014444.5,True,ENST00000564079,ENSG00000137822.12
3977,ENSG00000166340,TPP1,TPP1-201,NM_000391.4,True,ENST00000299427,ENSG00000166340.16
3978,ENSG00000145354,CISD2,CISD2-201,NM_001008388.5,True,ENST00000273986,ENSG00000145354.11
3979,ENSG00000048405,ZNF800,ZNF800-201,NM_176814.5,True,ENST00000265827,ENSG00000048405.9
3980,ENSG00000100372,SLC25A17,SLC25A17-210,NM_006358.4,True,ENST00000435456,ENSG00000100372.14
3981,ENSG00000213064,SFT2D2,SFT2D2-201,NM_199344.3,True,ENST00000271375,ENSG00000213064.9
3982,ENSG00000134602,STK26,STK26-202,NM_016542.4,True,ENST00000394334,ENSG00000134602.15
3983,ENSG00000182220,ATP6AP2,ATP6AP2-217,NM_005765.3,True,ENST00000636580,ENSG00000182220.14
3984,ENSG00000168872,DDX19A,DDX19A-201,NM_018332.5,True,ENST00000302243,ENSG00000168872.16
3985,ENSG00000048991,R3HDM1,R3HDM1-221,NM_001378107.1,True,ENST00000683871,ENSG00000048991.16
3986,ENSG00000111364,DDX55,DDX55-201,NM_020936.3,True,ENST00000238146,ENSG00000111364.15
3987,ENSG00000275052,PPP4R3B,PPP4R3B-206,NM_001122964.3,True,ENST00000616407,ENSG00000275052.4
3988,ENSG00000207304,SNORA8,SNORA8-201,,True,ENST00000384574,ENSG00000207304.1
3989,ENSG00000121931,LRIF1,LRIF1-201,NM_018372.4,True,ENST00000369763,ENSG00000121931.15
3990,ENSG00000048707,VPS13D,VPS13D-214,NM_015378.4,True,ENST00000620676,ENSG00000048707.15
3991,ENSG00000119402,FBXW2,FBXW2-203,NM_012164.4,True,ENST00000608872,ENSG00000119402.16
3992,ENSG00000166260,COX11,COX11-201,NM_004375.5,True,ENST00000299335,ENSG00000166260.11
3993,ENSG00000132581,SDF2,SDF2-201,NM_006923.4,True,ENST00000247020,ENSG00000132581.9
3994,ENSG00000114770,ABCC5,ABCC5-202,NM_005688.4,True,ENST00000334444,ENSG00000114770.16
3995,ENSG00000108788,MLX,MLX-203,NM_198204.2,True,ENST00000435881,ENSG00000108788.11
3996,ENSG00000241360,PDXP,PDXP-201,NM_020315.5,True,ENST00000215904,ENSG00000241360.1
3997,ENSG00000025293,PHF20,PHF20-203,NM_016436.5,True,ENST00000374012,ENSG00000025293.16
3998,ENSG00000131351,HAUS8,HAUS8-201,NM_033417.2,True,ENST00000253669,ENSG00000131351.14
3999,ENSG00000127418,FGFRL1,FGFRL1-205,NM_001004356.3,True,ENST00000510644,ENSG00000127418.14
4000,ENSG00000111676,ATN1,ATN1-202,NM_001940.4,True,ENST00000396684,ENSG00000111676.14
4001,ENSG00000179526,SHARPIN,SHARPIN-202,NM_030974.4,True,ENST00000398712,ENSG00000179526.16
4002,ENSG00000280987,MATR3,MATR3-229,,True,ENST00000394800,ENSG00000280987.4
4003,ENSG00000100403,ZC3H7B,ZC3H7B-201,NM_017590.6,True,ENST00000352645,ENSG00000100403.11
4004,ENSG00000137700,SLC37A4,SLC37A4-201,,True,ENST00000330775,ENSG00000137700.18
4005,ENSG00000225484,NUTM2B-AS1,NUTM2B-AS1-222,,True,ENST00000671459,ENSG00000225484.6
4006,ENSG00000184634,MED12,MED12-202,NM_005120.3,True,ENST00000374080,ENSG00000184634.15
4007,ENSG00000123159,GIPC1,GIPC1-203,NM_005716.4,True,ENST00000393033,ENSG00000123159.15
4008,ENSG00000166848,TERF2IP,TERF2IP-201,NM_018975.4,True,ENST00000300086,ENSG00000166848.5
4009,ENSG00000177302,TOP3A,TOP3A-201,NM_004618.5,True,ENST00000321105,ENSG00000177302.14
4010,ENSG00000007541,PIGQ,PIGQ-203,NM_004204.5,True,ENST00000321878,ENSG00000007541.16
4011,ENSG00000163605,PPP4R2,PPP4R2-201,NM_174907.4,True,ENST00000356692,ENSG00000163605.14
4012,ENSG00000111358,GTF2H3,GTF2H3-212,NM_001516.5,True,ENST00000543341,ENSG00000111358.13
4013,ENSG00000101849,TBL1X,TBL1X-208,NM_005647.4,True,ENST00000645353,ENSG00000101849.16
4014,ENSG00000175387,SMAD2,SMAD2-201,NM_005901.6,True,ENST00000262160,ENSG00000175387.15
4015,ENSG00000285025,,,,True,ENST00000637854,ENSG00000285025.1
4016,ENSG00000106009,BRAT1,BRAT1-201,NM_152743.4,True,ENST00000340611,ENSG00000106009.15
4017,ENSG00000176894,PXMP2,PXMP2-201,NM_018663.3,True,ENST00000317479,ENSG00000176894.9
4018,ENSG00000198498,TMA16,TMA16-201,NM_018352.3,True,ENST00000358572,ENSG00000198498.9
4019,ENSG00000139636,LMBR1L,LMBR1L-201,NM_018113.4,True,ENST00000267102,ENSG00000139636.15
4020,ENSG00000150990,DHX37,DHX37-201,NM_032656.4,True,ENST00000308736,ENSG00000150990.7
4021,ENSG00000004975,DVL2,DVL2-201,NM_004422.3,True,ENST00000005340,ENSG00000004975.11
4022,ENSG00000121060,TRIM25,TRIM25-201,NM_005082.5,True,ENST00000316881,ENSG00000121060.17
4023,ENSG00000173545,ZNF622,ZNF622-201,NM_033414.3,True,ENST00000308683,ENSG00000173545.4
4024,ENSG00000110442,COMMD9,COMMD9-201,NM_014186.4,True,ENST00000263401,ENSG00000110442.11
4025,ENSG00000125901,MRPS26,MRPS26-201,NM_030811.4,True,ENST00000380325,ENSG00000125901.5
4026,ENSG00000064995,TAF11,TAF11-201,NM_005643.4,True,ENST00000361288,ENSG00000064995.17
4027,ENSG00000105426,PTPRS,PTPRS-201,NM_002850.4,True,ENST00000262963,ENSG00000105426.16
4028,ENSG00000070950,RAD18,RAD18-201,NM_020165.4,True,ENST00000264926,ENSG00000070950.9
4029,ENSG00000005801,ZNF195,ZNF195-205,NM_001130520.3,True,ENST00000399602,ENSG00000005801.17
4030,ENSG00000148343,MIGA2,MIGA2-214,NM_001329990.2,True,ENST00000684074,ENSG00000148343.18
4031,ENSG00000165650,PDZD8,PDZD8-201,NM_173791.5,True,ENST00000334464,ENSG00000165650.11
4032,ENSG00000175606,TMEM70,TMEM70-201,NM_017866.6,True,ENST00000312184,ENSG00000175606.10
4033,ENSG00000092036,HAUS4,HAUS4-205,NM_001166269.2,True,ENST00000541587,ENSG00000092036.18
4034,ENSG00000197766,CFD,CFD-201,NM_001928.4,True,ENST00000327726,ENSG00000197766.7
4035,ENSG00000171497,PPID,PPID-201,NM_005038.3,True,ENST00000307720,ENSG00000171497.4
4036,ENSG00000090520,DNAJB11,DNAJB11-201,NM_016306.6,True,ENST00000265028,ENSG00000090520.11
4037,ENSG00000185298,CCDC137,CCDC137-201,NM_199287.3,True,ENST00000329214,ENSG00000185298.12
4038,ENSG00000137074,APTX,APTX-203,NM_001195248.2,True,ENST00000379817,ENSG00000137074.18
4039,ENSG00000136560,TANK,TANK-202,NM_001199135.3,True,ENST00000392749,ENSG00000136560.13
4040,ENSG00000131116,ZNF428,ZNF428-201,NM_182498.4,True,ENST00000300811,ENSG00000131116.11
4041,ENSG00000129055,ANAPC13,ANAPC13-201,NM_015391.4,True,ENST00000354910,ENSG00000129055.12
4042,ENSG00000135148,TRAFD1,TRAFD1-202,NM_006700.3,True,ENST00000412615,ENSG00000135148.11
4043,ENSG00000198113,TOR4A,TOR4A-201,NM_017723.3,True,ENST00000357503,ENSG00000198113.2
4044,ENSG00000105298,CACTIN,CACTIN-203,NM_001080543.2,True,ENST00000429344,ENSG00000105298.13
4045,ENSG00000181026,AEN,AEN-201,NM_022767.4,True,ENST00000332810,ENSG00000181026.14
4046,ENSG00000063978,RNF4,RNF4-201,NM_002938.5,True,ENST00000314289,ENSG00000063978.15
4047,ENSG00000247596,TWF2,TWF2-201,NM_007284.4,True,ENST00000305533,ENSG00000247596.8
4048,ENSG00000163781,TOPBP1,TOPBP1-201,NM_007027.4,True,ENST00000260810,ENSG00000163781.13
4049,ENSG00000131584,ACAP3,ACAP3-202,NM_030649.3,True,ENST00000354700,ENSG00000131584.18
4050,ENSG00000143748,NVL,NVL-201,NM_002533.4,True,ENST00000281701,ENSG00000143748.17
4051,ENSG00000237311,,,,True,ENST00000650998,ENSG00000237311.1
4052,ENSG00000180964,TCEAL8,TCEAL8-202,NM_153333.3,True,ENST00000372685,ENSG00000180964.16
4053,ENSG00000185485,SDHAP1,SDHAP1-201,,True,ENST00000440850,ENSG00000185485.14
4054,ENSG00000101773,RBBP8,RBBP8-201,NM_002894.3,True,ENST00000327155,ENSG00000101773.18
4055,ENSG00000167920,KRT10-AS1,KRT10-AS1-201,,True,ENST00000301665,ENSG00000167920.8
4056,ENSG00000135720,DYNC1LI2,DYNC1LI2-201,NM_006141.3,True,ENST00000258198,ENSG00000135720.12
4057,ENSG00000218739,CEBPZOS,CEBPZOS-204,NM_001322374.2,True,ENST00000402297,ENSG00000218739.9
4058,ENSG00000184924,PTRHD1,PTRHD1-201,NM_001013663.2,True,ENST00000328379,ENSG00000184924.5
4059,ENSG00000135778,NTPCR,NTPCR-202,NM_032324.3,True,ENST00000366628,ENSG00000135778.11
4060,ENSG00000224578,HNRNPA1L3,HNRNPA1L3-201,,True,ENST00000565308,ENSG00000224578.5
4061,ENSG00000116353,MECR,MECR-201,NM_016011.5,True,ENST00000263702,ENSG00000116353.15
4062,ENSG00000153922,CHD1,CHD1-211,NM_001270.4,True,ENST00000614616,ENSG00000153922.10
4063,ENSG00000119326,CTNNAL1,CTNNAL1-201,NM_003798.4,True,ENST00000325551,ENSG00000119326.14
4064,ENSG00000132824,SERINC3,SERINC3-202,NM_006811.4,True,ENST00000342374,ENSG00000132824.13
4065,ENSG00000179271,GADD45GIP1,GADD45GIP1-201,NM_052850.4,True,ENST00000316939,ENSG00000179271.2
4066,ENSG00000180098,TRNAU1AP,TRNAU1AP-201,NM_017846.5,True,ENST00000373830,ENSG00000180098.9
4067,ENSG00000122882,ECD,ECD-201,NM_007265.3,True,ENST00000372979,ENSG00000122882.10
4068,ENSG00000147905,ZCCHC7,ZCCHC7-202,NM_032226.3,True,ENST00000336755,ENSG00000147905.17
4069,ENSG00000118873,RAB3GAP2,RAB3GAP2-202,NM_012414.4,True,ENST00000358951,ENSG00000118873.15
4070,ENSG00000077721,UBE2A,UBE2A-202,NM_003336.4,True,ENST00000371558,ENSG00000077721.15
4071,ENSG00000146007,ZMAT2,ZMAT2-201,NM_144723.3,True,ENST00000274712,ENSG00000146007.10
4072,ENSG00000183426,NPIPA1,NPIPA1-201,NM_006985.4,True,ENST00000328085,ENSG00000183426.16
4073,ENSG00000205765,RIMOC1,RIMOC1-201,NM_175921.6,True,ENST00000381647,ENSG00000205765.8
4074,ENSG00000155962,CLIC2,CLIC2-202,NM_001289.6,True,ENST00000369449,ENSG00000155962.12
4075,ENSG00000156675,RAB11FIP1,RAB11FIP1-202,NM_001002814.3,True,ENST00000330843,ENSG00000156675.15
4076,ENSG00000260916,CCPG1,CCPG1-203,NM_001204450.2,True,ENST00000442196,ENSG00000260916.7
